Gewässer,Name allg. gebr.,Kategorie,Badestellenlänge,Kreis Name,Längengrad,Breitengrad,Mögliche Belastungen,Barrierefrei,Wlan,ÖPNV,Baden ohne Aufsicht,Baden m. zeitw. Aufsicht,Eintritt,Liegeplätze ohne Schatten,Liegeplätze mit Schatten,Toiletten,Dusche,Umkleiden,Parken ohne Gebühren,Parken mit Gebühren,Strandkorbverleih,Campingplatz,Spielplatz,Gaststätte,Kiosk,Rudern,Tretboot,Surfen,Segeln,FKK-Strand,Hundestrand,Grillplatz
DESH_PR_0078,St. Peter-Ording Ording,Küstengewässer,1400,Nordfriesland,8.588346196172003,54.3336728005136,Cyanobakterien (Blaualgen),Nein,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein
DESH_PR_0080,"Timmendorf, Niendorf",Küstengewässer,2165,Ostholstein,10.82663466830121,53.99565783420591,Cyanobakterien (Blaualgen),Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0081,Timmendorfer Strand,Küstengewässer,3380,Ostholstein,10.78934380927996,53.99861731371027,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0082,Scharbeutz,Küstengewässer,3520,Ostholstein,10.76229565043832,54.02503370221621,Cyanobakterien (Blaualgen) und Quallen,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Ja,Ja
DESH_PR_0083,Haffkrug,Küstengewässer,1900,Ostholstein,10.75279033597683,54.04982280943214,Cyanobakterien (Blaualgen),Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0084,Sierksdorf,Küstengewässer,2100,Ostholstein,10.77507808914354,54.06706999052628,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0085,Neustadt Kiebitzberg,Küstengewässer,300,Ostholstein,10.83190431557149,54.09002969499858,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0086,"Neustadt, Pelzerhaken",Küstengewässer,700,Ostholstein,10.85912664847816,54.08998080616066,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0087,Rettin,Küstengewässer,1000,Ostholstein,10.89195217992645,54.09564104224198,Cyanobakterien (Blaualgen),Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0088,Bliesdorf,Küstengewässer,700,Ostholstein,10.93236416338253,54.12454125596516,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein
DESH_PR_0089,Grömitz,Küstengewässer,2720,Ostholstein,10.9643096785931,54.14558316016969,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0090,Lenste,Küstengewässer,5390,Ostholstein,11.01436142184711,54.16532993411439,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0091,Kellenhusen,Küstengewässer,3070,Ostholstein,11.06280395669914,54.18878966306593,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0092,Dahme,Küstengewässer,3590,Ostholstein,11.08845311084638,54.23288216822261,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0093,Süssau,Küstengewässer,3700,Ostholstein,11.08355683642508,54.28826525491783,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0094,Neukirchen Ostermade,Küstengewässer,4890,Ostholstein,11.07524740310331,54.32611856982811,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0095,Großenbrode Kurzentrum,Küstengewässer,1670,Ostholstein,11.09021687948187,54.35900304156593,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0097,"Großenbrode, unterhalb Baltic",Küstengewässer,1140,Ostholstein,11.08511031556505,54.38661602882592,Cyanobakterien (Blaualgen) und Quallen,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0098,Steinwarder,Küstengewässer,3830,Ostholstein,10.96539031738156,54.38371458442331,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0099,Weißenhäuser Strand,Küstengewässer,6000,Ostholstein,10.79330642531439,54.31476553465171,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0100,"Hemmelsdorfer See, Offendorf",See,50,Ostholstein,10.77659282073757,53.94845083009349,Zerkarien,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0101,"Pönitzer See, Klingberg",See,60,Ostholstein,10.70437284030715,54.03121771803246,Zerkarien,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0102,"Großer Eutiner See, Eutin",See,60,Ostholstein,10.62223220484504,54.14551080218756,Zerkarien,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0103,"Kellersee, Fissau",See,8,Ostholstein,10.60437372525954,54.16185348461476,Zerkarien,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0104,Griebeler See,See,18,Ostholstein,10.7112195276907,54.14017975998669,Cyanobakterien (Blaualgen),Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0105,"Großer Plöner See, Bosau",See,60,Ostholstein,10.42707222964036,54.10289753987297,Zerkarien,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0106,"Dieksee, Malente",See,100,Ostholstein,10.54189128628009,54.16980012788078,Cyanobakterien (Blaualgen),Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0107,"Kellersee, Malente",See,50,Ostholstein,10.57497053164977,54.17056064270044,,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0108,"Behler See, Timmdorf",See,80,Ostholstein,10.48717717604941,54.17413596952705,Zerkarien,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0109,"Neukirchener See, Neukirchen",See,50,Ostholstein,10.5619180682588,54.21693222811131,Zerkarien,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0110,"Großer Benzer See, Benz",See,10,Ostholstein,10.62126362314278,54.20192319272625,Zerkarien,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0111,"Krummsee, Badestelle Krummsee",See,40,Ostholstein,10.60228558549995,54.19709871069932,Cyanobakterien (Blaualgen) und Zerkarien,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0112,"Rumpelsee, Süseler Moor",See,30,Ostholstein,10.69159950561303,54.0790858828937,Zerkarien,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0113,"Kellersee, Eutin, Sielbeck",See,70,Ostholstein,10.62206038245559,54.17825405447977,Zerkarien,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0114,"Fehmarn, Petersdorf",Küstengewässer,8500,Ostholstein,11.01017985833668,54.47193496478037,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0115,"Fehmarn, Gammendorf",Küstengewässer,6300,Ostholstein,11.11535430358593,54.52970532227664,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0116,"Fehmarn, Bannesdorf",Küstengewässer,7830,Ostholstein,11.28016565048612,54.45116931362063,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0117,"Fehmarn, Fehmarnsund",Küstengewässer,4500,Ostholstein,11.15416848338476,54.40351210659391,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0118,"Fehmarn, Südstrand",Küstengewässer,4600,Ostholstein,11.23546432903052,54.41352890923008,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0119,"Süseler See, Süsel Tannenhöhe",See,150,Ostholstein,10.72619636780946,54.08145249598971,Cyanobakterien (Blaualgen) und Zerkarien,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0121,"Rantzauer See, Barmstedt",See,140,Pinneberg,9.765602932562516,53.78655080860073,,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0122,Badesee Oberglinde,See,80,Pinneberg,9.693276750994604,53.66869697680667,Cyanobakterien (Blaualgen) und Zerkarien,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0123,"Helgoland, Düne Nord",Küstengewässer,630,Pinneberg,7.914826617992494,54.19089509197079,,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein
DESH_PR_0124,"Helgoland, Düne Süd",Küstengewässer,450,Pinneberg,7.914651895594432,54.18346756992835,,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0125,Baggersee Appen,See,400,Pinneberg,9.7389645620152,53.63258843849319,,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0126,Mönkeberg,Küstengewässer,251,Plön,10.17879470826298,54.35311536280987,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0127,Kitzeberg,Küstengewässer,250,Plön,10.18069995072242,54.36047493040896,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein
DESH_PR_0128,Heikendorf,Küstengewässer,60,Plön,10.19701160629237,54.37221221633237,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0129,Möltenort,Küstengewässer,270,Plön,10.19844585901155,54.38170925630249,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0130,Laboe Kurstrand,Küstengewässer,950,Plön,10.2212705578378,54.40897350664039,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0131,Laboe Freistrand,Küstengewässer,160,Plön,10.24126375148477,54.41740191408425,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein
DESH_PR_0132,"Stein, Neustein",Küstengewässer,350,Plön,10.2511537854138,54.41859613752489,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein
DESH_PR_0133,"Stein, Steiner Mole",Küstengewässer,240,Plön,10.26969501338835,54.41999560618286,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0134,Bottsand,Küstengewässer,860,Plön,10.29870108040832,54.43251382964472,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein
DESH_PR_0135,Heidkate,Küstengewässer,3990,Plön,10.33044623842596,54.43714489491632,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0136,Kalifornien Kurstrand,Küstengewässer,1300,Plön,10.36905174376274,54.43088163687681,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0137,Brasilien,Küstengewässer,1400,Plön,10.39642154434612,54.42571973873908,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0138,Schönberger Strand,Küstengewässer,1080,Plön,10.41090462138664,54.41886985374656,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein
DESH_PR_0139,Stakendorfer Strand,Küstengewässer,2270,Plön,10.43358827147768,54.4095075669177,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein
DESH_PR_0140,"Radeland, Hohenfelde",Küstengewässer,1210,Plön,10.49529986376518,54.38902439042217,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0141,Hubertsberg,Küstengewässer,100,Plön,10.54089169834125,54.3813344481438,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0142,Neuland,Küstengewässer,1480,Plön,10.61278694956697,54.36074103623891,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein
DESH_PR_0143,Lippe,Küstengewässer,480,Plön,10.64890701294158,54.33926870806181,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0144,Hohwacht Kurstrand,Küstengewässer,1700,Plön,10.6651890910568,54.32747100800341,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
DESH_PR_0145,Blekendorf Tivoli,Küstengewässer,660,Plön,10.68210518130297,54.31564780618784,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein
DESH_PR_0146,"Blekendorf, Sehlendorfer Strand",Küstengewässer,1600,Plön,10.69462929778617,54.30850553392931,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein
DESH_PR_0147,"Großer Plöner See, Prinzenbad",See,90,Plön,10.40998708445432,54.1413559145379,Cyanobakterien (Blaualgen) und Quallen,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0148,"Großer Plöner See, Spitzenort",See,10,Plön,10.40117959098128,54.14782241259608,Cyanobakterien (Blaualgen) und Zerkarien,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0149,"Großer Plöner See, Jugendherberge",See,10,Plön,10.39449894793377,54.14884024997316,Cyanobakterien (Blaualgen) und Zerkarien,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja
DESH_PR_0150,"Großer Plöner See, Koppelsberg",See,100,Plön,10.38555596040092,54.15095441297832,Cyanobakterien (Blaualgen) und Zerkarien,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0151,"Großer Plöner See, Fegetasche",See,170,Plön,10.44841615110948,54.15540732279887,Cyanobakterien (Blaualgen) und Zerkarien,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0152,"Trammer See, Plön, Schiffsthal",See,25,Plön,10.41785847162176,54.16874730761083,Cyanobakterien (Blaualgen) und Zerkarien,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja
DESH_PR_0153,"Schöhsee, Plön, Steinbergweg",See,10,Plön,10.44052257363829,54.16252015200489,Cyanobakterien (Blaualgen) und Zerkarien,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0154,"Behler See, Plön, Adlerhorst",See,15,Plön,10.48073602184449,54.1633405558952,Cyanobakterien (Blaualgen) und Zerkarien,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0155,"Großer Plöner See, Ruhleben",See,30,Plön,10.44665896461545,54.14625634238721,Cyanobakterien (Blaualgen) und Zerkarien,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0156,"Vierer See, Boesdorf, Augstfelde",See,50,Plön,10.45231843890582,54.13229026258558,Cyanobakterien (Blaualgen) und Zerkarien,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0157,"Vierer See, Augstfelde",See,50,Plön,10.45704267946553,54.13395740876965,Cyanobakterien (Blaualgen) und Zerkarien,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein
DESH_PR_0158,"Großer Plöner See, Musbergwiese",See,120,Plön,10.34661393993781,54.14937072191481,Cyanobakterien (Blaualgen) und Zerkarien,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0159,"Großer Plöner See, Dersau, Gemeindebadestelle",See,30,Plön,10.34467403786536,54.12039853237784,Cyanobakterien (Blaualgen) und Zerkarien,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
DESH_PR_0160,"Großer Plöner See, Dersau, Seeblick",See,200,Plön,10.337820977546,54.122857987386,Cyanobakterien (Blaualgen) und Zerkarien,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein
